COUNTY,ST_ABBR,avg(median_sale_price_yoy),avg(homes_sold_mom),avg(median_sale_price_mom),avg(homes_sold_yoy),avgHomesSoldTotal,avgMedianSalesTotal,avgHomesSoldTotalScaled,avgMedianSalesTotalScaled
Rio Grande County,CO,0.142959714,0.13075713,0.070332738,0.152965689,0.141861409,0.106646226,0.050331777,5.08E-04
Adams County,IN,0.142877458,0.049242004,0.041179621,1.099715669,0.574478836,0.09202854,0.084255617,5.00E-04
Idaho County,ID,0.14281083,0.090438847,0.070163921,0.249163511,0.169801179,0.106487375,0.052522683,5.08E-04
Carbon County,MT,0.142642672,0.156569894,0.043395001,0.308205344,0.232387619,0.093018837,0.05743042,5.00E-04
Walla Walla County,WA,0.141804334,0.059095979,0.009982408,1.396202541,0.72764926,0.075893371,0.096266526,4.91E-04
Bradford County,FL,0.141616851,0.069994815,0.064657765,0.151738498,0.110866656,0.103137308,0.047901313,5.06E-04
Marshall County,TN,0.141577552,0.047650993,0.019496738,0.341810795,0.194730894,0.080537145,0.054477555,4.93E-04
Coos County,NH,0.141465773,0.041841342,0.040121528,0.074916698,0.05837902,0.090793651,0.043785477,4.99E-04
Broadwater County,MT,0.141191215,0.178253628,0.046037259,0.50097382,0.339613724,0.093614237,0.06583859,5.01E-04
Polk County,GA,0.141176296,0.048451117,0.032602892,0.115489486,0.081970302,0.086889594,0.045635395,4.97E-04
Beaverhead County,MT,0.141089216,0.155531843,0.082684146,0.220548458,0.188040151,0.111886681,0.053952898,5.11E-04
Ashland County,OH,0.141030613,0.071571669,0.040470622,0.255757016,0.163664343,0.090750617,0.052041461,4.99E-04
Barrow County,GA,0.140986854,0.023520541,0.012332475,0.054813799,0.03916717,0.076659664,0.042278974,4.91E-04
Allen County,OH,0.140983049,0.080500564,0.040980842,0.296560259,0.188530412,0.090981945,0.053991342,4.99E-04
Richardson County,NE,0.140944593,1.333333333,0.442337115,1.333333333,1.333333333,0.291640854,0.143761445,6.11E-04
Wallowa County,OR,0.139815328,0.326459889,0.075402098,0.287146214,0.306803051,0.107608713,0.063265731,5.08E-04
Grayson County,KY,0.139756389,0.142276517,0.068844585,0.280436112,0.211356315,0.104300487,0.055781243,5.07E-04
Douglas County,GA,0.139601254,0.013191687,0.013685654,0.018254932,0.01572331,0.076643454,0.040440615,4.91E-04
Summit County,CO,0.139528551,0.091830466,0.036541597,0.394908242,0.243369354,0.088035074,0.058291556,4.97E-04
Lenoir County,NC,0.139310993,0.077450343,0.048115387,0.154176555,0.115813449,0.09371319,0.048289217,5.01E-04
Osceola County,MI,0.139307245,0.06601773,0.03602432,0.107652491,0.086835111,0.087665783,0.046016871,4.97E-04
Montcalm County,MI,0.139276443,0.033750241,0.021652302,0.035818129,0.034784185,0.080464372,0.04193528,4.93E-04
Morrow County,OH,0.13907834,0.076227451,0.049440544,0.119427129,0.09782729,0.094259442,0.046878826,5.01E-04
Humboldt County,NV,0.139034004,0.132242354,0.017634732,0.488455222,0.310348788,0.078334368,0.063543771,4.92E-04
Rockdale County,GA,0.138594698,0.019534932,0.016922742,0.044466041,0.032000487,0.07775872,0.041716996,4.92E-04
Taylor County,WI,0.138473189,0.120165313,0.059787667,0.132876502,0.126520908,0.099130428,0.049128846,5.04E-04
Baker County,OR,0.13843405,0.0910088,0.044771689,0.13684952,0.11392916,0.09160287,0.04814146,4.99E-04
Appanoose County,IA,0.138323898,0.076000851,0.088405304,0.344934658,0.210467755,0.113364601,0.055711566,5.12E-04
Kearny County,KS,0.138232631,0.425,0.334726715,0.45,0.4375,0.236479673,0.073514375,5.80E-04
Escambia County,AL,0.13791966,0.11455367,0.078182756,0.244375305,0.179464487,0.108051208,0.053280435,5.09E-04
Stillwater County,MT,0.137836755,0.159262042,0.048298566,0.386242229,0.272752135,0.09306766,0.060595617,5.00E-04
Mercer County,KY,0.137655781,0.093014153,0.05205891,0.170702789,0.131858471,0.094857345,0.049547393,5.01E-04
Bannock County,ID,0.137449798,0.319668535,0.034799185,6.278345611,3.299007073,0.086124492,0.297900407,4.96E-04
Ouray County,CO,0.137406307,0.22681575,0.03799656,0.276038236,0.251426993,0.087701434,0.058923398,4.97E-04
Shasta County,CA,0.137153057,0.370601582,0.073841168,4.545039921,2.457820751,0.105497113,0.231938501,5.07E-04
Wells County,IN,0.137031165,0.060063472,0.034348234,0.092911801,0.076487637,0.085689699,0.04520547,4.96E-04
Van Buren County,AR,0.136875155,0.098166292,0.07633497,0.253373491,0.175769892,0.106605063,0.052990722,5.08E-04
Madison County,ID,0.136824443,0.061419972,0.031865967,1.197570461,0.629495216,0.084345205,0.088569744,4.95E-04
Sublette County,WY,0.136796927,0.192076511,0.05237853,0.347788089,0.2699323,0.094587729,0.060374498,5.01E-04
Massac County,IL,0.136534172,0.132153146,0.090579544,0.15724351,0.144698328,0.113556858,0.050554235,5.12E-04
Yadkin County,NC,0.136528878,0.122449749,0.034493854,0.405972058,0.264210904,0.085511366,0.059925853,4.96E-04
Gillespie County,TX,0.136425533,0.103341314,0.057118099,0.446239373,0.274790343,0.096771816,0.060755443,5.02E-04
Trinity County,CA,0.136391572,0.29715516,0.126983963,0.956264867,0.626710013,0.131687768,0.088351342,5.22E-04
Monroe County,PA,0.136264425,0.054229968,0.029313562,1.033206899,0.543718434,0.082788993,0.081843529,4.94E-04
Itawamba County,MS,0.136262801,0.222881955,0.105494395,0.227368941,0.225125448,0.120878598,0.056860954,5.16E-04
Rio Blanco County,CO,0.13624033,0.373456669,0.149976659,0.580524425,0.476990547,0.143108494,0.07661104,5.28E-04
Butler County,IA,0.136155574,0.109243278,0.037824239,0.596518167,0.352880722,0.086989907,0.066878926,4.97E-04
Ionia County,MI,0.136139614,0.034891611,0.023638637,0.047102027,0.040996819,0.079889125,0.042422446,4.93E-04
Texas County,MO,0.135943366,0.145698588,0.079803181,0.319063491,0.232381039,0.107873274,0.057429904,5.08E-04
McIntosh County,GA,0.135856307,0.122083646,0.069746267,0.271888835,0.19698624,0.102801287,0.054654409,5.06E-04
Jackson County,IA,0.135791128,0.312006819,0.101276788,0.606795522,0.459401171,0.118533958,0.075231763,5.14E-04
Hardin County,IA,0.135778188,0.084320828,0.036417961,1.444657119,0.764488974,0.086098074,0.099155325,4.96E-04
Bartow County,GA,0.135771233,0.020678397,0.013619187,0.035828877,0.028253637,0.07469521,0.041423185,4.90E-04
Pamlico County,NC,0.135681594,0.146147508,0.074224643,0.235875101,0.191011305,0.104953119,0.054185882,5.07E-04
Lawrence County,AL,0.135235621,0.108723422,0.068885279,0.149619668,0.129171545,0.10206045,0.049336697,5.05E-04
Barton County,KS,0.135123201,0.16244228,0.063255061,0.346416576,0.254429428,0.099189131,0.059158835,5.04E-04
Dawson County,TX,0.135079884,0.378720238,0.161183119,0.585565476,0.482142857,0.148131501,0.07701506,5.31E-04
Ray County,MO,0.135042663,0.067117094,0.044672026,0.082457181,0.074787137,0.089857345,0.045072125,4.98E-04
Smyth County,VA,0.135026335,0.073423406,0.071207393,0.85231743,0.462870418,0.103116864,0.075503805,5.06E-04
Parke County,IN,0.134644925,0.242154214,0.086944073,0.294370205,0.268262209,0.110794499,0.060243538,5.10E-04
Fentress County,TN,0.134624308,0.11068834,0.060196826,0.227099107,0.168893723,0.097410567,0.052451525,5.03E-04
Union County,PA,0.134623485,0.176782596,0.101311506,0.574885288,0.375833942,0.117967495,0.068678811,5.14E-04
Columbus County,NC,0.134545269,0.093220152,0.077138939,0.214874631,0.154047392,0.105842104,0.051287345,5.07E-04
Labette County,KS,0.134324224,0.090611163,0.107700161,0.314980519,0.202795841,0.121012193,0.05510997,5.16E-04
Madison County,IA,0.134206971,0.150900899,0.037131946,0.214573859,0.182737379,0.085669458,0.053537079,4.96E-04
Ashe County,NC,0.134115701,0.073475449,0.051732167,0.320544444,0.197009946,0.092923934,0.054656268,5.00E-04
Price County,WI,0.134072806,0.130278215,0.094048208,0.381258321,0.255768268,0.114060507,0.059263821,5.12E-04
Monroe County,MS,0.134008207,0.106256104,0.068285824,0.272380094,0.189318099,0.101147016,0.054053109,5.05E-04
Montgomery County,IL,0.133862926,0.063741515,0.041893239,0.381537233,0.222639374,0.087878083,0.056666008,4.97E-04
Tama County,IA,0.133818745,0.20851247,0.063810745,1.086283151,0.647397811,0.098814745,0.089973582,5.03E-04
Halifax County,VA,0.133721263,0.101705763,0.058867528,0.416330907,0.259018335,0.096294396,0.059518676,5.02E-04
Amelia County,VA,0.133549964,0.132402293,0.049263759,0.141953269,0.137177781,0.091406861,0.049964508,4.99E-04
Tippecanoe County,IN,0.133440816,0.17093351,0.052305614,1.312654808,0.741794159,0.092873215,0.097375703,5.00E-04
Gratiot County,MI,0.133394769,0.04509989,0.029010696,0.079861742,0.062480816,0.081202732,0.044107121,4.94E-04
Tuolumne County,CA,0.133224081,0.16821881,0.042342988,0.688491087,0.428354949,0.087783535,0.072797263,4.97E-04
Sampson County,NC,0.133200093,0.05729399,0.04556462,0.120877916,0.089085953,0.089382357,0.046193372,4.98E-04
Walton County,GA,0.133049028,0.023954899,0.013750389,0.072662411,0.048308655,0.073399709,0.042995806,4.89E-04
Gage County,NE,0.132613874,0.076608067,0.049853525,0.081977209,0.079292638,0.091233699,0.045425426,4.99E-04
Laurens County,SC,0.132599484,0.073770115,0.028324938,0.167116737,0.120443426,0.080462211,0.048652278,4.93E-04
Grimes County,TX,0.132248259,0.111613428,0.069144693,0.457216168,0.284414798,0.100696476,0.061510148,5.04E-04
Scott County,VA,0.132117457,0.204761292,0.060695898,0.22696468,0.215862986,0.096406678,0.056134635,5.02E-04
Madison County,NC,0.132058504,0.08353508,0.040891794,0.301688065,0.192611573,0.086475149,0.054311368,4.97E-04
Whitley County,KY,0.132055713,0.11436982,0.06876154,0.209098945,0.161734383,0.100408626,0.051890122,5.04E-04
Saline County,IL,0.131957987,0.110199382,0.114292219,0.101254387,0.105726884,0.123125103,0.047498276,5.17E-04
Knox County,OH,0.131902871,0.116351459,0.034429136,0.359964307,0.238157883,0.083166004,0.057882897,4.95E-04
Newaygo County,MI,0.131877057,0.04023398,0.025287469,0.048303617,0.044268798,0.078582263,0.042679019,4.92E-04
Langlade County,WI,0.131857477,0.125267472,0.073005021,0.298105961,0.211686717,0.102431249,0.055807151,5.05E-04
Huntington County,IN,0.131786165,0.02306609,0.02504778,0.302743689,0.162904889,0.078416972,0.051981908,4.92E-04
Monroe County,IN,0.131783192,0.157373612,0.04152296,1.003375449,0.580374531,0.086653076,0.084717929,4.97E-04
Pinal County,AZ,0.131767956,0.013552625,0.00999235,0.008230407,0.010891516,0.070880153,0.040061729,4.88E-04
Houghton County,MI,0.131729222,0.062579307,0.065140383,0.757226711,0.409903009,0.098434802,0.071350348,5.03E-04
Bulloch County,GA,0.131636602,0.042294382,0.011922313,1.317044826,0.679669604,0.071779458,0.092504186,4.88E-04
Warren County,KY,0.131599407,0.18463543,0.024343136,10.10180398,5.143219704,0.077971272,0.442514956,4.92E-04
Jefferson County,MT,0.131581537,0.106758253,0.051006827,0.478145642,0.292451947,0.091294182,0.062140384,4.99E-04
Putnam County,FL,0.131462753,0.042105953,0.029673517,0.114445869,0.078275911,0.080568135,0.045345699,4.93E-04
Lincoln County,WY,0.131378006,0.067586101,0.031295203,0.39445135,0.231018726,0.081336604,0.057323077,4.94E-04
Unicoi County,TN,0.131237704,0.083650707,0.041477615,0.159425241,0.121537974,0.086357659,0.048738108,4.96E-04
Taylor County,KY,0.131184004,0.118587164,0.046768591,0.329132486,0.223859825,0.088976297,0.05676171,4.98E-04
Hot Springs County,WY,0.131009428,0.213850787,0.057466245,0.233079187,0.223464987,0.094237837,0.056730748,5.01E-04
Hart County,GA,0.130975427,0.090238713,0.070499723,0.476345568,0.28329214,0.100737575,0.061422115,5.05E-04
Plymouth County,IA,0.130965492,0.204235415,0.046211155,0.805310989,0.504773202,0.088588323,0.078789626,4.98E-04
Perry County,IL,0.130869047,0.142915022,0.091302547,0.214878326,0.178896674,0.111085797,0.053235909,5.10E-04
Cherokee County,AL,0.129906057,0.07903046,0.046525748,0.134970677,0.107000568,0.088215902,0.047598152,4.98E-04
Paulding County,OH,0.129772243,0.108197318,0.048781672,0.11769958,0.112948449,0.089276957,0.048064557,4.98E-04
Gasconade County,MO,0.129691936,0.230388774,0.045885467,0.154480074,0.192434424,0.087788701,0.054297476,4.97E-04
Park County,MT,0.129436952,0.082090224,0.030048853,0.580497806,0.331294015,0.079742903,0.065186198,4.93E-04
Haskell County,KS,0.129427577,0.117424242,0.283358545,0.234090909,0.175757576,0.206393061,0.052989756,5.63E-04
Rabun County,GA,0.129265338,0.065123642,0.033941446,0.509538065,0.287330854,0.081603392,0.061738812,4.94E-04
Gordon County,GA,0.12912996,0.02862712,0.019373167,0.07745205,0.053039585,0.074251564,0.043366784,4.90E-04
Okmulgee County,OK,0.129041453,0.044550913,0.059972124,0.107202762,0.075876837,0.094506788,0.045157574,5.01E-04
Polk County,TX,0.128942501,-0.011493123,0.075069043,7.060189577,3.524348227,0.102005772,0.315570609,5.05E-04
Wyandot County,OH,0.128901726,0.216513337,0.063820828,0.235031902,0.225772619,0.096361277,0.056911702,5.02E-04
Sevier County,AR,0.128624068,0.343430197,0.050296658,0.452040935,0.397735566,0.089460363,0.070396234,4.98E-04
Rowan County,KY,0.128347442,0.098018379,0.065494465,0.14713892,0.122578649,0.096920953,0.048819713,5.02E-04
Worth County,IA,0.128315517,0.231696429,0.097328704,0.337702546,0.284699487,0.11282211,0.061532472,5.11E-04
Ogemaw County,MI,0.128112126,0.085722002,0.054249935,0.095854112,0.090788057,0.091181031,0.046326843,4.99E-04
Adams County,WA,0.128018358,0.223292144,0.046037725,0.22103259,0.222162367,0.087028041,0.056628603,4.97E-04
Jerome County,ID,0.128014233,0.055840814,0.024971048,0.065851671,0.060846242,0.07649264,0.043978945,4.91E-04
Humphreys County,TN,0.127834512,0.083870995,0.046247987,0.132063052,0.107967023,0.087041249,0.047673937,4.97E-04
Osceola County,FL,0.127784401,0.015616358,0.009749048,0.050182036,0.032899197,0.068766725,0.041787468,4.87E-04
Martin County,MN,0.127651704,0.069760758,0.064820252,0.100671232,0.085215995,0.096235978,0.045889908,5.02E-04
Platte County,NE,0.127439516,0.12542111,0.029461725,0.425476885,0.275448998,0.078450621,0.060807092,4.92E-04
Lawrence County,TN,0.127355613,0.05153595,0.029880794,0.661539405,0.356537677,0.078618203,0.067165688,4.92E-04
Jennings County,IN,0.127287581,0.089365967,0.046906028,0.07586947,0.082617718,0.087096805,0.045686163,4.97E-04
Lycoming County,PA,0.127267934,0.219460442,0.077025154,0.941143753,0.580302097,0.102146544,0.084712249,5.05E-04
La Salle County,TX,0.127206342,0.375,-0.127596839,0.5,0.4375,-1.95E-04,0.073514375,4.48E-04
Tuscola County,MI,0.127101687,0.038348339,0.027858773,0.045434618,0.041891479,0.07748023,0.042492601,4.92E-04
Pawnee County,NE,0.127074563,-0.4375,0.252457376,-0.291666667,-0.364583333,0.18976597,0.010618743,5.54E-04
Marshall County,KY,0.126927198,0.051928808,0.033572404,0.133038209,0.092483509,0.080249801,0.046459792,4.93E-04
Routt County,CO,0.126921478,0.033150538,0.02844821,0.049767369,0.041458954,0.077684844,0.042458685,4.92E-04
Van Buren County,MI,0.126909762,0.028726072,0.02339184,0.056924501,0.042825286,0.075150801,0.042565826,4.90E-04
Gwinnett County,GA,0.126751124,0.011870515,0.010466927,0.004652769,0.008261642,0.068609025,0.039855506,4.87E-04
Coshocton County,OH,0.126731838,0.054781711,0.046315333,0.083361378,0.069071544,0.086523585,0.044623935,4.97E-04
Henry County,GA,0.126590107,0.014587624,0.011042562,0.035701129,0.025144377,0.068816335,0.041179372,4.87E-04
Branch County,MI,0.126556343,0.045190605,0.035507066,0.03673407,0.040962337,0.081031705,0.042419742,4.94E-04
St. Lucie County,FL,0.126497954,0.017090593,0.010407985,0.042206221,0.029648407,0.068452969,0.041532557,4.86E-04
Hutchinson County,TX,0.126210887,0.092191435,0.063926547,0.146370507,0.119280971,0.095068717,0.048561124,5.01E-04
Lyon County,NV,0.125723412,0.02036601,0.011331843,0.024268906,0.022317458,0.068527628,0.040957698,4.87E-04
Meeker County,MN,0.125648878,0.095839819,0.041589066,0.059435254,0.077637537,0.083618972,0.04529564,4.95E-04
Pine County,MN,0.125480344,0.055298799,0.035695676,0.059077401,0.0571881,0.08058801,0.043692091,4.93E-04
Carbon County,PA,0.1253239,0.154551135,0.047902425,0.655033699,0.404792417,0.086613163,0.070949599,4.97E-04
Highland County,OH,0.125222474,0.049164027,0.0361092,0.051344533,0.05025428,0.080665837,0.043148373,4.93E-04
Maverick County,TX,0.125046561,0.137361171,0.037319072,0.60430772,0.370834446,0.081182817,0.068286774,4.94E-04
Davison County,SD,0.124937149,0.279812785,0.057303282,0.412255244,0.346034014,0.091120215,0.06634204,4.99E-04
Colusa County,CA,0.124921282,0.078925776,0.02682554,-0.008690762,0.035117507,0.075873411,0.041961418,4.91E-04
Clare County,MI,0.12488126,0.040366214,0.029822492,0.061356471,0.050861342,0.077351876,0.043195976,4.91E-04
Maricopa County,AZ,0.124802063,0.007427776,0.00948757,-0.024588231,-0.008580228,0.067144816,0.038534845,4.86E-04
Gilpin County,CO,0.124799774,0.13168551,0.035574011,0.128327784,0.130006647,0.080186892,0.049402181,4.93E-04
Saunders County,NE,0.124690864,0.095833639,0.040554681,0.106619023,0.101226331,0.082622773,0.047145363,4.94E-04
Starke County,IN,0.124648354,0.076816089,0.038298913,0.098978005,0.087897047,0.081473633,0.046100143,4.94E-04
Bedford County,TN,0.124517429,0.029843932,0.014890946,0.310451119,0.170147525,0.069704187,0.052549842,4.87E-04
Anderson County,TX,0.124503677,0.042203443,0.020403178,0.564766634,0.303485038,0.072453427,0.063005547,4.89E-04
Inyo County,CA,0.124282955,0.404345355,0.073297341,0.471627633,0.437986494,0.098790148,0.073552524,5.03E-04
Franklin County,NY,0.124199108,0.044996471,0.025725483,0.44264117,0.24381882,0.074962295,0.058326801,4.90E-04
Ste. Genevieve County,MO,0.124010714,0.087457505,0.065439984,0.071191094,0.079324299,0.094725349,0.045427908,5.01E-04
Pend Oreille County,WA,0.123889795,0.148377363,0.056251191,0.162421475,0.155399419,0.090070493,0.051393364,4.99E-04
Lafayette County,WI,0.123844607,0.123746024,0.052191134,0.138755026,0.131250525,0.08801787,0.049499721,4.97E-04
Delta County,MI,0.123788424,0.15068309,0.026735967,1.169309578,0.659996334,0.075262195,0.0909615,4.90E-04
Polk County,AR,0.123784391,0.090739292,0.05326897,0.268868148,0.17980372,0.088526681,0.053307036,4.98E-04
Hall County,GA,0.123755056,0.018365995,0.012552021,0.041903071,0.030134533,0.068153538,0.041570676,4.86E-04
Lincoln County,OK,0.123575723,0.089259925,0.047162017,0.155500916,0.122380421,0.08536887,0.048804168,4.96E-04
Lee County,AL,0.123574197,0.10292254,0.077028733,1.216721488,0.659822014,0.100301465,0.09094783,5.04E-04
Kanabec County,MN,0.123482249,0.094532681,0.026202641,0.081889672,0.088211177,0.074842445,0.046124776,4.90E-04
Titus County,TX,0.123216053,0.066816373,0.038051061,0.109575263,0.088195818,0.080633557,0.046123571,4.93E-04
Hopkins County,TX,0.123105839,0.056960366,0.031953833,0.081098866,0.069029616,0.077529836,0.044620647,4.92E-04
Houston County,MN,0.123089964,0.163602798,0.038364032,0.201364542,0.18248367,0.080726998,0.053517185,4.93E-04
Manistee County,MI,0.123084998,0.065376925,0.043578676,0.069967011,0.067671968,0.083331837,0.044514187,4.95E-04
Pennington County,MN,0.123035734,0.157586435,0.034341024,0.457694523,0.307640479,0.078688379,0.063331398,4.92E-04
Northumberland County,VA,0.122809582,0.201966028,0.06949682,0.515155219,0.358560624,0.096153201,0.067324318,5.02E-04
Jasper County,SC,0.122768943,0.075691911,0.019723857,0.224429887,0.150060899,0.0712464,0.050974742,4.88E-04
Randolph County,IL,0.122672013,0.089136574,0.059028561,0.488653953,0.288895263,0.090850287,0.061861485,4.99E-04
Clay County,IN,0.122644475,0.187859125,0.059233016,0.272704014,0.23028157,0.090938745,0.057265273,4.99E-04
Washington County,FL,0.122628373,0.186735097,0.062715993,0.549037933,0.367886515,0.092672183,0.068055611,5.00E-04
Henry County,OH,0.122597197,0.067306506,0.044428059,0.060775913,0.064041209,0.083512628,0.04422948,4.95E-04
White County,GA,0.122495421,0.06095747,0.020979525,0.352485634,0.206721552,0.071737473,0.055417806,4.88E-04
Tehama County,CA,0.122234303,0.085854918,0.033491035,0.202507726,0.144181322,0.077862669,0.050513693,4.92E-04
Stone County,AR,0.122175367,0.15447414,0.082382732,0.42576596,0.29012005,0.102279049,0.061957527,5.05E-04
Bonner County,ID,0.122158946,0.04969616,0.016993788,0.105264006,0.077480083,0.069576367,0.045283293,4.87E-04
Galveston County,TX,0.122118877,0.251736697,0.010790375,5.672957181,2.962346939,0.066454626,0.271501091,4.85E-04
Cerro Gordo County,IA,0.122093889,0.08026283,0.01892758,3.289137043,1.684699936,0.070510734,0.171313975,4.88E-04
Waseca County,MN,0.121948839,0.130216916,0.034255336,0.13479367,0.132505293,0.078102088,0.049598114,4.92E-04
Wayne County,MI,0.121945587,0.010207308,0.012926163,-5.79E-04,0.004814196,0.067435875,0.039585174,4.86E-04
DeKalb County,TN,0.121900084,0.068771189,0.075811313,0.891954608,0.480362899,0.098855698,0.076875484,5.03E-04
Avoyelles Parish,LA,0.121843364,0.247969114,0.149453362,0.379582917,0.313776016,0.135648363,0.063812518,5.24E-04
Pasquotank County,NC,0.121751325,0.062057113,0.058584878,1.370870372,0.716463742,0.090168101,0.09538941,4.99E-04
Franklin County,KS,0.121751124,0.045190525,0.034000798,0.065293673,0.055242099,0.077875961,0.043539495,4.92E-04
Warren County,TN,0.121711164,0.042539862,0.020568829,0.29893939,0.170739626,0.071139996,0.052596272,4.88E-04
Bristol,VA,0.121673631,0.069248107,0.023780074,0.349703763,0.209475935,0.072726852,0.055633792,4.89E-04
Lincoln County,WI,0.121658028,0.048530629,0.035350255,0.037323127,0.042926878,0.078504141,0.042573792,4.92E-04
Sherman County,TX,0.121632702,0.125,0.328875878,0.125,0.125,0.22525429,0.049009584,5.74E-04
Fulton County,PA,0.121624648,0.199662014,0.091962243,0.314342174,0.257002094,0.106793445,0.059360572,5.08E-04
Jackson County,AL,0.121611523,0.060477425,0.045684604,0.113488311,0.086982868,0.083648064,0.046028458,4.95E-04
Yancey County,NC,0.121563131,0.107810963,0.03987912,0.291363225,0.199587094,0.080721126,0.054858355,4.93E-04
Madison County,AR,0.121310796,0.247660547,0.052305361,0.380787026,0.314223786,0.086808079,0.06384763,4.97E-04
Hardin County,TN,0.12126835,0.055926297,0.03693695,0.124376227,0.090151262,0.07910265,0.046276908,4.92E-04
Fannin County,GA,0.121251225,0.027857118,0.017952415,0.08795675,0.057906934,0.06960182,0.043748458,4.87E-04
Lake County,MT,0.121105759,0.039912489,0.034193209,0.26728192,0.153597204,0.077649484,0.051252043,4.92E-04
Putnam County,OH,0.121086798,0.181760394,0.057659924,0.271616738,0.226688566,0.089373361,0.056983526,4.98E-04
Mathews County,VA,0.120963864,0.113597653,0.051300424,0.121539795,0.117568724,0.086132144,0.048426858,4.96E-04
Deschutes County,OR,0.120951963,0.017727647,0.010187143,0.020868268,0.019297958,0.065569553,0.040720923,4.85E-04
Gunnison County,CO,0.120924281,0.065392415,0.027521315,0.112042593,0.088717504,0.074222798,0.04616448,4.90E-04
Dickinson County,MI,0.120907276,0.077148904,0.04606414,0.317760455,0.197454679,0.083485708,0.054691141,4.95E-04
Benzie County,MI,0.120819531,0.069322078,0.022980943,0.042782193,0.056052135,0.071900237,0.043603014,4.88E-04
Palm Beach County,FL,0.120755336,0.012454187,0.01056232,0.014248367,0.013351277,0.065658828,0.040254612,4.85E-04
Elmore County,ID,0.120683329,0.042847751,0.019685355,0.09464027,0.068744011,0.070184342,0.044598251,4.87E-04
Darke County,OH,0.120532558,0.096305858,0.04644813,0.196603265,0.146454561,0.083490344,0.05069195,4.95E-04
Charlotte County,FL,0.120510399,0.017734489,0.009520818,0.050736885,0.034235687,0.065015608,0.04189227,4.85E-04
Otero County,CO,0.120228122,0.151031913,0.031884963,1.460658751,0.805845332,0.076056542,0.102398297,4.91E-04
Upshur County,TX,0.120180716,0.121557766,0.030703579,0.463398992,0.292478379,0.075442147,0.062142457,4.90E-04
Polk County,MO,0.120009605,0.038778719,0.011457133,1.325755537,0.682267128,0.065733369,0.092707871,4.85E-04
Posey County,IN,0.119977923,0.086357938,0.029824832,0.58949033,0.337924134,0.074901378,0.065706101,4.90E-04
Laclede County,MO,0.119784528,0.041008252,0.023478857,0.615664964,0.328336608,0.071631693,0.064954292,4.88E-04
Grundy County,IA,0.11949409,0.237467677,0.043683032,0.797962423,0.51771505,0.081588561,0.079804465,4.94E-04
Meade County,SD,0.119390784,0.02787311,0.015860973,1.226808773,0.627340941,0.067625879,0.088400816,4.86E-04
Pickens County,GA,0.119187378,0.044901458,0.017338881,0.098373733,0.071637596,0.068263129,0.044825153,4.86E-04
Sevier County,TN,0.119180756,0.013314762,0.011535128,0.058317167,0.035815964,0.065357942,0.042016188,4.85E-04
Henry County,IN,0.119133143,0.042578268,0.038837617,0.086866193,0.06472223,0.07898538,0.044282882,4.92E-04
Pueblo County,CO,0.119115699,0.160719945,0.062224624,0.943302818,0.552011382,0.090670162,0.082493824,4.99E-04
Essex County,NY,0.119076329,0.089084344,0.041537277,0.317929735,0.20350704,0.080306803,0.055165739,4.93E-04
Bossier Parish,LA,0.119055239,0.126346601,0.015128935,2.339843679,1.23309514,0.067092087,0.135901234,4.86E-04
Broward County,FL,0.11892209,0.010927099,0.009834507,0.007685277,0.009306188,0.064378299,0.039937415,4.84E-04
McKean County,PA,0.118920951,0.114366511,0.049856,0.665493671,0.389930091,0.084388475,0.069784165,4.95E-04
Ravalli County,MT,0.118891928,0.036427982,0.013002692,0.055826794,0.046127388,0.06594731,0.042824761,4.85E-04
Mifflin County,PA,0.118871612,0.112747297,0.087959837,0.248425723,0.18058651,0.103415725,0.053368418,5.06E-04
Brown County,OH,0.118850818,0.033894575,0.029400712,0.063536843,0.048715709,0.074125765,0.043027725,4.90E-04
Marion County,MO,0.118784752,0.086542567,0.044862607,0.543812196,0.315177381,0.081823679,0.063922406,4.94E-04
Gila County,AZ,0.118774633,0.073432582,0.019277504,0.357510537,0.215471559,0.069026069,0.056103941,4.87E-04
Sevier County,UT,0.118765191,0.103785537,0.034382429,0.168195911,0.135990724,0.07657381,0.049871425,4.91E-04
Juneau County,WI,0.118760456,0.054991289,0.026998743,0.094460478,0.074725883,0.072879599,0.045067322,4.89E-04
Allen County,KY,0.118744194,0.123560993,0.066129982,2.525055099,1.324308046,0.092437088,0.143053724,5.00E-04
Chickasaw County,IA,0.118741189,0.094664174,0.086432594,0.373266349,0.233965261,0.102586891,0.057554131,5.06E-04
Shiawassee County,MI,0.118714842,0.028326129,0.018258293,0.038721154,0.033523641,0.068486568,0.041836434,4.87E-04
St. Lawrence County,NY,0.118671251,0.145034589,0.115725379,0.507261951,0.32614827,0.117198315,0.064782692,5.14E-04
Clark County,NV,0.11859399,0.00659068,0.00968954,-0.015231221,-0.004320271,0.064141765,0.038868891,4.84E-04
Floyd County,GA,0.118576711,0.02829749,0.020101752,0.060692698,0.044495094,0.069339232,0.042696764,4.87E-04
Nodaway County,MO,0.118561845,0.130821156,0.045719406,0.148654174,0.139737665,0.082140626,0.050165242,4.94E-04
Wadena County,MN,0.118559627,0.122719292,0.060140647,0.124452356,0.123585824,0.089350137,0.048898691,4.98E-04
Sanpete County,UT,0.118492064,0.074763985,0.024375586,0.105973089,0.090368537,0.071433825,0.046293946,4.88E-04
